2018-07-04 23:59:57,68.8219
2018-07-05 00:00:05,68.8789
2018-07-05 00:00:17,68.8789
2018-07-05 00:00:39,68.8789
2018-07-05 00:01:23,68.8781
2018-07-05 00:02:45,68.8094
2018-07-05 00:05:28,68.8146
2018-07-05 00:13:40,68.7945
2018-07-05 00:13:47,68.7945
2018-07-05 00:13:59,68.7945
2018-07-05 00:14:22,68.8169
2018-07-05 00:15:04,68.8169
2018-07-05 00:16:27,68.8680
2018-07-05 00:19:10,68.8654
2018-07-05 11:36:00,68.7475
2018-07-05 11:36:08,68.7483
2018-07-05 11:36:20,68.7483
2018-07-05 11:36:42,68.7475
2018-07-05 11:37:25,68.7584
2018-07-05 11:38:47,68.7584
